"name","email","location","address1","address2","note","phone","city","postal","call_ahead","clinic_date","clinic_opentime","clinic_closetime"
"Shoppers Drug Mart #1176 - Dan Cotnam Drugs Ltd","","","200 Broadway","Unit/Suite A1","Walk-Ins welcome or book an appointment online at http://shoppersdrugmart.ca/flushot","519 842-3521","Tillsonburg","N4G5A7","1","2013-11-19","18:00","20:00"
"Shoppers Drug Mart #1176 - Dan Cotnam Drugs Ltd","","","200 Broadway","Unit/Suite A1","Walk-Ins welcome or book an appointment online at http://shoppersdrugmart.ca/flushot","519 842-3521","Tillsonburg","N4G5A7","1","2013-11-23","10:00","12:00"
"Shoppers Drug Mart #1176 - Dan Cotnam Drugs Ltd","","","200 Broadway","Unit/Suite A1","Walk-Ins welcome or book an appointment online at http://shoppersdrugmart.ca/flushot","519 842-3521","Tillsonburg","N4G5A7","1","2013-11-27","18:00","20:00"
"Shoppers Drug Mart #1176 - Dan Cotnam Drugs Ltd","","","200 Broadway","Unit/Suite A1","Walk-Ins welcome or book an appointment online at http://shoppersdrugmart.ca/flushot","519 842-3521","Tillsonburg","N4G5A7","1","2013-11-30","10:00","12:00"
"Shoppers Drug Mart East End-       Silverthorne Pharmacy Ltd.","","","959 Dundas Street","Unit/Suite 1","Walk-Ins welcome or book an appointment online at http://shoppersdrugmart.ca/flushot","519 537-6687","Woodstock","N4S1H2","1","2013-10-22","09:00","19:00"
"Shoppers Drug Mart East End-       Silverthorne Pharmacy Ltd.","","","959 Dundas Street","Unit/Suite 1","Walk-Ins welcome or book an appointment online at http://shoppersdrugmart.ca/flushot","519 537-6687","Woodstock","N4S1H2","1","2013-10-24","09:00","19:00"
"Shoppers Drug Mart East End-       Silverthorne Pharmacy Ltd.","","","959 Dundas Street","Unit/Suite 1","Walk-Ins welcome or book an appointment online at http://shoppersdrugmart.ca/flushot","519 537-6687","Woodstock","N4S1H2","1","2013-10-29","09:00","19:00"
"Shoppers Drug Mart East End-       Silverthorne Pharmacy Ltd.","","","959 Dundas Street","Unit/Suite 1","Walk-Ins welcome or book an appointment online at http://shoppersdrugmart.ca/flushot","519 537-6687","Woodstock","N4S1H2","1","2013-10-31","09:00","19:00"
"Shoppers Drug Mart East End-       Silverthorne Pharmacy Ltd.","","","959 Dundas Street","Unit/Suite 1","Walk-Ins welcome or book an appointment online at http://shoppersdrugmart.ca/flushot","519 537-6687","Woodstock","N4S1H2","1","2013-11-05","09:00","19:00"
"Shoppers Drug Mart East End-       Silverthorne Pharmacy Ltd.","","","959 Dundas Street","Unit/Suite 1","Walk-Ins welcome or book an appointment online at http://shoppersdrugmart.ca/flushot","519 537-6687","Woodstock","N4S1H2","1","2013-11-07","09:00","19:00"
"Shoppers Drug Mart East End-       Silverthorne Pharmacy Ltd.","","","959 Dundas Street","Unit/Suite 1","Walk-Ins welcome or book an appointment online at http://shoppersdrugmart.ca/flushot","519 537-6687","Woodstock","N4S1H2","1","2013-11-12","09:00","19:00"
"Shoppers Drug Mart East End-       Silverthorne Pharmacy Ltd.","","","959 Dundas Street","Unit/Suite 1","Walk-Ins welcome or book an appointment online at http://shoppersdrugmart.ca/flushot","519 537-6687","Woodstock","N4S1H2","1","2013-11-14","09:00","19:00"
"LOBLAW PHARMACY","phr00579@loblaw.ca","","969 DUNDAS STREET","","no appointments needed, walk-Ins welcome!!","519 421-3363","Woodstock","N4S1H2","0","2013-11-09","10:00","16:00"
"Springbank Woodstock","","","379 Springbank Ave North","","      ""NO APPIONTMENTS NEEDED""
           MONDAY TO SATURDAY
               9:00 AM TO 6:00PM","519 421-2118","Woodstock","N4T1H3","0","2013-10-15","09:00","17:00"
"Sobeys Pharmacy 7253","","","10970 Airport Road","","","905 793-4146","Brampton","L6R0E1","0","1969-12-31","09:00","21:00"
"Sobeys Pharmacy 7253","","","10970 Airport Road","","","905 793-4146","Brampton","L6R0E1","0","2013-10-31","13:00","15:00"
"Sobeys Pharmacy 7253","","","10970 Airport Road","","","905 793-4146","Brampton","L6R0E1","0","2013-11-06","13:00","15:00"
"Sobeys Pharmacy 7253","","","10970 Airport Road","","","905 793-4146","Brampton","L6R0E1","0","2013-11-13","13:00","15:00"
"Sobeys Pharmacy 7253","","","10970 Airport Road","","","905 793-4146","Brampton","L6R0E1","0","2013-11-20","09:00","21:00"
"Sobeys Pharmacy 7253","","","10970 Airport Road","","","905 793-4146","Brampton","L6R0E1","0","2013-11-20","13:00","15:00"
"Sobeys Pharmacy 7253","","","10970 Airport Road","","","905 793-4146","Brampton","L6R0E1","0","2013-11-21","09:00","21:00"
"Sobeys Pharmacy 7253","","","10970 Airport Road","","","905 793-4146","Brampton","L6R0E1","0","2013-11-22","09:00","21:00"
"Sobeys Pharmacy 7253","","","10970 Airport Road","","","905 793-4146","Brampton","L6R0E1","0","2013-11-22","09:00","21:00"
"Sobeys Pharmacy 7253","","","10970 Airport Road","","","905 793-4146","Brampton","L6R0E1","0","2013-11-23","09:00","18:00"
"Sobeys Pharmacy 7253","","","10970 Airport Road","","","905 793-4146","Brampton","L6R0E1","0","2013-11-24","11:00","18:00"
"Sobeys Pharmacy 7253","","","10970 Airport Road","","","905 793-4146","Brampton","L6R0E1","0","2013-11-25","09:00","21:00"
"Sobeys Pharmacy 7253","","","10970 Airport Road","","","905 793-4146","Brampton","L6R0E1","0","2013-11-26","09:00","21:00"
"Sobeys Pharmacy 7253","","","10970 Airport Road","","","905 793-4146","Brampton","L6R0E1","0","2013-11-27","13:00","15:00"
"Sobeys Pharmacy 7253","","","10970 Airport Road","","","905 793-4146","Brampton","L6R0E1","0","2013-12-03","09:00","21:00"
"Sobeys Pharmacy 7253","","","10970 Airport Road","","","905 793-4146","Brampton","L6R0E1","0","2013-12-04","09:00","21:00"
"Sobeys Pharmacy 7253","","","10970 Airport Road","","","905 793-4146","Brampton","L6R0E1","0","2013-12-05","09:00","21:00"
"Sobeys Pharmacy 7253","","","10970 Airport Road","","","905 793-4146","Brampton","L6R0E1","0","2013-12-05","09:00","21:00"
"Sobeys Pharmacy 7253","","","10970 Airport Road","","","905 793-4146","Brampton","L6R0E1","0","2013-12-06","09:00","21:00"
"Sobeys Pharmacy 7253","","","10970 Airport Road","","","905 793-4146","Brampton","L6R0E1","0","2013-12-06","09:00","21:00"
"Sobeys Pharmacy 7253","","","10970 Airport Road","","","905 793-4146","Brampton","L6R0E1","0","2013-12-07","09:00","21:00"
"Sobeys Pharmacy 7253","","","10970 Airport Road","","","905 793-4146","Brampton","L6R0E1","0","2013-12-07","09:00","18:00"
"Sobeys Pharmacy 7253","","","10970 Airport Road","","","905 793-4146","Brampton","L6R0E1","0","2013-12-08","09:00","21:00"
"Sobeys Pharmacy 7253","","","10970 Airport Road","","","905 793-4146","Brampton","L6R0E1","0","2013-12-08","11:00","18:00"
"Sobeys Pharmacy 7253","","","10970 Airport Road","","","905 793-4146","Brampton","L6R0E1","0","2013-12-09","09:00","21:00"
"Sobeys Pharmacy 7253","","","10970 Airport Road","","","905 793-4146","Brampton","L6R0E1","0","2013-12-10","09:00","21:00"
"Sobeys Pharmacy 7253","","","10970 Airport Road","","","905 793-4146","Brampton","L6R0E1","0","2013-12-13","09:00","21:00"
"Sobeys Pharmacy 7253","","","10970 Airport Road","","","905 793-4146","Brampton","L6R0E1","0","2013-12-14","09:00","21:00"
"Sobeys Pharmacy 7253","","","10970 Airport Road","","","905 793-4146","Brampton","L6R0E1","0","2013-12-14","09:00","18:00"
"Sobeys Pharmacy 7253","","","10970 Airport Road","","","905 793-4146","Brampton","L6R0E1","0","2013-12-15","09:00","21:00"
"Sobeys Pharmacy 7253","","","10970 Airport Road","","","905 793-4146","Brampton","L6R0E1","0","2013-12-15","11:00","18:00"
"DRUGSTORE PHARMACY # 1080","","","3050 ARGENTIA RD","","","905 785-0955","Mississauga","L5N8E1","1","2014-01-11","10:30","14:30"
"Costco Pharmacy #162","","","100 Biscayne Crescent","","This location also offers flu immunizations during pharmacy opening hours throughout the flu season. Please call ahead to book an appointment.","905 454-1184","Bramptom","L6W4S1","0","2013-10-26","11:00","16:00"
"Costco Pharmacy #162","","","100 Biscayne Crescent","","This location also offers flu immunizations during pharmacy opening hours throughout the flu season. Please call ahead to book an appointment.","905 454-1184","Bramptom","L6W4S1","0","2013-10-28","11:00","16:00"
"Costco Pharmacy #162","","","100 Biscayne Crescent","","This location also offers flu immunizations during pharmacy opening hours throughout the flu season. Please call ahead to book an appointment.","905 454-1184","Bramptom","L6W4S1","0","2013-11-02","11:00","16:00"
"Costco Pharmacy #162","","","100 Biscayne Crescent","","This location also offers flu immunizations during pharmacy opening hours throughout the flu season. Please call ahead to book an appointment.","905 454-1184","Bramptom","L6W4S1","0","2013-11-16","11:00","16:00"
"Costco Pharmacy #162","","","100 Biscayne Crescent","","This location also offers flu immunizations during pharmacy opening hours throughout the flu season. Please call ahead to book an appointment.","905 454-1184","Bramptom","L6W4S1","0","2013-11-23","11:00","16:00"
"Costco Pharmacy #162","","","100 Biscayne Crescent","","This location also offers flu immunizations during pharmacy opening hours throughout the flu season. Please call ahead to book an appointment.","905 454-1184","Bramptom","L6W4S1","0","2013-11-30","11:00","16:00"
"Apple-Hills Medical Pharmacy","info@applehillspharmacy.com","","1221 Bloor Street East","","FREE Walk-in on Monday, Wednesday or Friday from 9am to 5pm to receive your Flu Vaccine","905 625-3268","Mississauga","L4Y2N8","0","2013-10-24","19:00","21:00"
"Apple-Hills Medical Pharmacy","info@applehillspharmacy.com","","1221 Bloor Street East","","FREE Walk-in on Monday, Wednesday or Friday from 9am to 5pm to receive your Flu Vaccine","905 625-3268","Mississauga","L4Y2N8","0","2013-11-04","09:00","17:00"
"Apple-Hills Medical Pharmacy","info@applehillspharmacy.com","","1221 Bloor Street East","","FREE Walk-in on Monday, Wednesday or Friday from 9am to 5pm to receive your Flu Vaccine","905 625-3268","Mississauga","L4Y2N8","0","2013-11-06","09:00","17:00"
"Apple-Hills Medical Pharmacy","info@applehillspharmacy.com","","1221 Bloor Street East","","FREE Walk-in on Monday, Wednesday or Friday from 9am to 5pm to receive your Flu Vaccine","905 625-3268","Mississauga","L4Y2N8","0","2013-11-07","19:00","21:00"
"Apple-Hills Medical Pharmacy","info@applehillspharmacy.com","","1221 Bloor Street East","","FREE Walk-in on Monday, Wednesday or Friday from 9am to 5pm to receive your Flu Vaccine","905 625-3268","Mississauga","L4Y2N8","0","2013-11-08","09:00","17:00"
"Apple-Hills Medical Pharmacy","info@applehillspharmacy.com","","1221 Bloor Street East","","FREE Walk-in on Monday, Wednesday or Friday from 9am to 5pm to receive your Flu Vaccine","905 625-3268","Mississauga","L4Y2N8","0","2013-11-14","19:00","21:00"
"Apple-Hills Medical Pharmacy","info@applehillspharmacy.com","","1221 Bloor Street East","","FREE Walk-in on Monday, Wednesday or Friday from 9am to 5pm to receive your Flu Vaccine","905 625-3268","Mississauga","L4Y2N8","0","2013-11-21","19:00","21:00"
"Apple-Hills Medical Pharmacy","info@applehillspharmacy.com","","1221 Bloor Street East","","FREE Walk-in on Monday, Wednesday or Friday from 9am to 5pm to receive your Flu Vaccine","905 625-3268","Mississauga","L4Y2N8","0","2013-11-28","19:00","21:00"
"Shoppers Drug Mart #1466  Murtaza Drugs Inc.","","","520 Charolais Blvd.","","Walk-Ins welcome or book an appointment online at http://shoppersdrugmart.ca/flushot","905 451-5275","Brampton","L6Y 0R5","0","2013-11-01","08:00","22:00"
"Sobeys Pharmacy Store # 7221 ","","","8975 Chinguacousy Road","","For Walk-Inn's no appointment necessary on Mondays and Thursdays (9:00AM to 12:00Noon) Call ahead to check at (905) 796-5587.","905 796-5587","Brampton","L6Y0J2","1","2013-11-04","09:00","12:00"
"Sobeys Pharmacy Store # 7221 ","","","8975 Chinguacousy Road","","For Walk-Inn's no appointment necessary on Mondays and Thursdays (9:00AM to 12:00Noon) Call ahead to check at (905) 796-5587.","905 796-5587","Brampton","L6Y0J2","1","2013-11-06","09:00","12:00"
"Sobeys Pharmacy Store # 7221 ","","","8975 Chinguacousy Road","","For Walk-Inn's no appointment necessary on Mondays and Thursdays (9:00AM to 12:00Noon) Call ahead to check at (905) 796-5587.","905 796-5587","Brampton","L6Y0J2","1","2013-11-06","13:00","16:00"
"SHOPPERS DRUG MART #791 MOHAMED ELSABAKHAWI DRUGS LTD.","","","5425 CREDITVIEW RD.","Unit/Suite 1","Walk-Ins welcome or book an appointment online at http://shoppersdrugmart.ca/flushot","905 858-8711","Mississauga","L5V 2P3","0","2013-10-28","12:00","18:00"
"Rexall PharmaPlus","","","6045 Creditview Road","Unit/Suite F001","Flu Shots available Any Time, Any Day. No Appointment Necessary.","905 826-0583","Mississauga","L5V2A8","0","2013-11-06","08:00","15:00"
"Metro Pharmacy","","","20 Great Lakes Drive","","Hours of operation: 
Monday-Friday 9:00am-9:00pm
Saturday 9:00am-6:00pm
Sunday 11:00am-5:00pm
","905 789-6464","Brampton","L6R2K7","0","2013-11-02","13:00","17:00"
"Metro Pharmacy","","","20 Great Lakes Drive","","Hours of operation: 
Monday-Friday 9:00am-9:00pm
Saturday 9:00am-6:00pm
Sunday 11:00am-5:00pm
","905 789-6464","Brampton","L6R2K7","0","2013-11-05","15:00","19:00"
"Metro Pharmacy","","","20 Great Lakes Drive","","Hours of operation: 
Monday-Friday 9:00am-9:00pm
Saturday 9:00am-6:00pm
Sunday 11:00am-5:00pm
","905 789-6464","Brampton","L6R2K7","0","2013-11-13","15:00","19:00"
"Care First Pharmacy Ltd. O/A Shoppers Drug Mart 776","","","2470 Hurontario Street","","Walk-Ins welcome or book an appointment online at http://shoppersdrugmart.ca/flushot","905 896-2500","Mississauga","L5B 1N4","0","2013-10-30","09:30","17:00"
"Costco Pharmacy #531","","","3180 Laird Road ","","This location also offers flu immunizations during pharmacy opening hours throughout the flu season. Please call ahead to book an appointment.","905 828-3368","Mississauga","L5L3S9","0","2013-11-02","11:00","16:00"
"Costco Pharmacy #531","","","3180 Laird Road ","","This location also offers flu immunizations during pharmacy opening hours throughout the flu season. Please call ahead to book an appointment.","905 828-3368","Mississauga","L5L3S9","0","2013-11-10","11:00","16:00"
"Costco Pharmacy #531","","","3180 Laird Road ","","This location also offers flu immunizations during pharmacy opening hours throughout the flu season. Please call ahead to book an appointment.","905 828-3368","Mississauga","L5L3S9","0","2013-11-26","11:00","16:00"
"Costco Pharmacy #531","","","3180 Laird Road ","","This location also offers flu immunizations during pharmacy opening hours throughout the flu season. Please call ahead to book an appointment.","905 828-3368","Mississauga","L5L3S9","0","2013-11-30","11:00","16:00"
"Shoppers Drug Mart #1199     ""SEHDEV DRUGS LIMITED""","asdm1199@shoppersdrugmart.ca","","10048 Mclaughlin Road","","Walk-Ins welcome or book an appointment online at http://shoppersdrugmart.ca/flushot","905 846-4444","Brampton","L7A2X6","0","2013-10-15","08:00","22:00"
"Metro Pharmacy","","","10088 McLaughlin Road","","Hours of operation: 
Monday-Friday 9:00am-9:00pm
Saturday 9:00am-6:00pm
Sunday 11:00am-5:00pm
","905 846-9212","Brampton","L7A2X6","0","2013-11-10","11:00","17:00"
"Metro Pharmacy","","","25 Peel Centre Drive","","","905 793-0600","Brampton","L6T3R5","1","2013-10-29","10:00","16:00"
"Metro Pharmacy","","","25 Peel Centre Drive","","","905 793-0600","Brampton","L6T3R5","1","2013-11-02","10:00","16:00"
"Metro Pharmacy","","","25 Peel Centre Drive","","","905 793-0600","Brampton","L6T3R5","1","2013-11-05","10:00","16:00"
"Metro Pharmacy","","","25 Peel Centre Drive","","","905 793-0600","Brampton","L6T3R5","1","2013-11-11","10:00","16:00"
"Pharma Center Pharmacy","","","164 Queen St. E.","Unit/Suite 105","","905 454-3200","Brampton","L6V 1B4","0","1969-12-31","09:00","19:00"
"Pharma Center Pharmacy","","","164 Queen St. E.","Unit/Suite 105","","905 454-3200","Brampton","L6V 1B4","0","2013-10-25","09:00","19:00"
"SHOPPERS DRUG MART #1272","","","128 QUEEN STREET SOUTH","Unit/Suite 3","Walk-Ins welcome or book an appointment online at http://shoppersdrugmart.ca/flushot","905 567-0744","Mississauga","L5M 1K8","0","2013-11-14","08:30","21:00"
"SHOPPERS DRUG MART #1272","","","128 QUEEN STREET SOUTH","Unit/Suite 3","Walk-Ins welcome or book an appointment online at http://shoppersdrugmart.ca/flushot","905 567-0744","Mississauga","L5M 1K8","0","2013-11-19","08:30","21:00"
"SHOPPERS DRUG MART #1272","","","128 QUEEN STREET SOUTH","Unit/Suite 3","Walk-Ins welcome or book an appointment online at http://shoppersdrugmart.ca/flushot","905 567-0744","Mississauga","L5M 1K8","0","2013-11-19","08:30","21:00"
"SHOPPERS DRUG MART #1272","","","128 QUEEN STREET SOUTH","Unit/Suite 3","Walk-Ins welcome or book an appointment online at http://shoppersdrugmart.ca/flushot","905 567-0744","Mississauga","L5M 1K8","0","2013-11-26","08:30","21:00"
"Sobeys Pharmacy # 7204","","","5602 Tenth Line West","","","905 858-8212","Mississauga","L5M7L9","1","2013-10-17","13:00","16:00"
"Sobeys Pharmacy # 7204","","","5602 Tenth Line West","","","905 858-8212","Mississauga","L5M7L9","1","2013-10-25","16:00","20:00"
"Sobeys Pharmacy # 7204","","","5602 Tenth Line West","","","905 858-8212","Mississauga","L5M7L9","1","2013-10-31","13:00","16:00"
"Sobeys Pharmacy # 7204","","","5602 Tenth Line West","","","905 858-8212","Mississauga","L5M7L9","1","2013-11-07","13:00","16:00"
"Sobeys Pharmacy # 7204","","","5602 Tenth Line West","","","905 858-8212","Mississauga","L5M7L9","1","2013-11-09","09:00","12:00"
"Sobeys Pharmacy # 7204","","","5602 Tenth Line West","","","905 858-8212","Mississauga","L5M7L9","1","2013-11-11","19:00","20:30"
"Sobeys Pharmacy # 7204","","","5602 Tenth Line West","","","905 858-8212","Mississauga","L5M7L9","1","2013-11-13","19:00","20:30"
"Sobeys Pharmacy # 7204","","","5602 Tenth Line West","","","905 858-8212","Mississauga","L5M7L9","1","2013-11-14","13:00","16:00"
"Sobeys Pharmacy # 7204","","","5602 Tenth Line West","","","905 858-8212","Mississauga","L5M7L9","1","2013-11-18","19:00","20:30"
"Sobeys Pharmacy # 7204","","","5602 Tenth Line West","","","905 858-8212","Mississauga","L5M7L9","1","2013-11-20","19:00","20:30"
"Sobeys Pharmacy # 7204","","","5602 Tenth Line West","","","905 858-8212","Mississauga","L5M7L9","1","2013-11-21","13:00","16:00"
"Sobeys Pharmacy # 7204","","","5602 Tenth Line West","","","905 858-8212","Mississauga","L5M7L9","1","2013-11-25","19:00","20:30"
"Sobeys Pharmacy # 7204","","","5602 Tenth Line West","","","905 858-8212","Mississauga","L5M7L9","1","2013-11-27","19:00","20:30"
"Sobeys Pharmacy # 7204","","","5602 Tenth Line West","","","905 858-8212","Mississauga","L5M7L9","1","2013-11-28","13:00","16:00"
"Jansen Pharmacy Inc. o/a West End Pharmacy","","","150 Huron St","","","519 273-7200","Stratford","N5A 5S8","0","2013-10-15","09:30","17:00"
"Jansen Pharmacy Inc. o/a West End Pharmacy","","","150 Huron St","","","519 273-7200","Stratford","N5A 5S8","0","2013-10-17","10:00","17:00"
"YOUR INDEPENDENT GROCER DRUGSTORE PHARMACY","","","780 QUEEN STREET EAST","","walk in and by appointments","519 284-3716","St. Marys","N4X1B1","0","2013-11-09","10:00","18:00"
"YOUR INDEPENDENT GROCER DRUGSTORE PHARMACY","","","780 QUEEN STREET EAST","","walk in and by appointments","519 284-3716","St. Marys","N4X1B1","0","2014-01-11","10:00","17:00"
"Shoppers Drug Mart #1007 Pascal Niccoli Pharmacies Ltd.","","","210 Wallace Ave N","","Walk-Ins welcome or book an appointment online at http://shoppersdrugmart.ca/flushot","519 291-1930","Listowel","N4W 1K9","0","2013-10-22","12:00","20:00"
"Shoppers Drug Mart #1007 Pascal Niccoli Pharmacies Ltd.","","","210 Wallace Ave N","","Walk-Ins welcome or book an appointment online at http://shoppersdrugmart.ca/flushot","519 291-1930","Listowel","N4W 1K9","0","2013-10-29","12:00","20:00"
"Shoppers Drug Mart #1017","","","1875 Lansdowne St West","","Walk-Ins welcome or book an appointment online at http://shoppersdrugmart.ca/flushot","705 749-6547","Peterborough","K9K0C9","0","2013-10-18","14:00","17:00"
"Shoppers Drug Mart #1017","","","1875 Lansdowne St West","","Walk-Ins welcome or book an appointment online at http://shoppersdrugmart.ca/flushot","705 749-6547","Peterborough","K9K0C9","0","2013-10-25","14:00","17:00"
"Shoppers Drug Mart #1017","","","1875 Lansdowne St West","","Walk-Ins welcome or book an appointment online at http://shoppersdrugmart.ca/flushot","705 749-6547","Peterborough","K9K0C9","0","2013-11-01","14:00","17:00"
"Shoppers Drug Mart #1017","","","1875 Lansdowne St West","","Walk-Ins welcome or book an appointment online at http://shoppersdrugmart.ca/flushot","705 749-6547","Peterborough","K9K0C9","0","2013-11-08","14:00","17:00"
"Shoppers Drug Mart #1017","","","1875 Lansdowne St West","","Walk-Ins welcome or book an appointment online at http://shoppersdrugmart.ca/flushot","705 749-6547","Peterborough","K9K0C9","0","2013-11-15","14:00","17:00"
"Shoppers Drug Mart #1017","","","1875 Lansdowne St West","","Walk-Ins welcome or book an appointment online at http://shoppersdrugmart.ca/flushot","705 749-6547","Peterborough","K9K0C9","0","2013-11-22","14:00","17:00"
"Shoppers Drug Mart #1017","","","1875 Lansdowne St West","","Walk-Ins welcome or book an appointment online at http://shoppersdrugmart.ca/flushot","705 749-6547","Peterborough","K9K0C9","0","2013-11-29","14:00","17:00"
"Shoppers Drug Mart #1017","","","1875 Lansdowne St West","","Walk-Ins welcome or book an appointment online at http://shoppersdrugmart.ca/flushot","705 749-6547","Peterborough","K9K0C9","0","2013-12-05","14:00","19:00"
"Shoppers Drug Mart #1017","","","1875 Lansdowne St West","","Walk-Ins welcome or book an appointment online at http://shoppersdrugmart.ca/flushot","705 749-6547","Peterborough","K9K0C9","0","2013-12-06","14:00","17:00"
"Shoppers Drug Mart #1017","","","1875 Lansdowne St West","","Walk-Ins welcome or book an appointment online at http://shoppersdrugmart.ca/flushot","705 749-6547","Peterborough","K9K0C9","0","2013-12-09","10:00","13:00"
"Shoppers Drug Mart #1017","","","1875 Lansdowne St West","","Walk-Ins welcome or book an appointment online at http://shoppersdrugmart.ca/flushot","705 749-6547","Peterborough","K9K0C9","0","2013-12-13","14:00","17:00"
"Shoppers Drug Mart #1017","","","1875 Lansdowne St West","","Walk-Ins welcome or book an appointment online at http://shoppersdrugmart.ca/flushot","705 749-6547","Peterborough","K9K0C9","0","2013-12-16","10:00","13:00"
"Shoppers Drug Mart #1017","","","1875 Lansdowne St West","","Walk-Ins welcome or book an appointment online at http://shoppersdrugmart.ca/flushot","705 749-6547","Peterborough","K9K0C9","0","2013-12-23","10:00","13:00"
"Shoppers Drug Mart #1017","","","1875 Lansdowne St West","","Walk-Ins welcome or book an appointment online at http://shoppersdrugmart.ca/flushot","705 749-6547","Peterborough","K9K0C9","0","2013-12-30","10:00","13:00"
"Costco Pharmacy #591","","","485 The Parkway","","This location also offers flu immunizations during pharmacy opening hours throughout the flu season. Please call ahead to book an appointment.","705 750-2609","Peterborough","K9J2A1","0","2013-11-14","11:00","13:00"
"Costco Pharmacy #591","","","485 The Parkway","","This location also offers flu immunizations during pharmacy opening hours throughout the flu season. Please call ahead to book an appointment.","705 750-2609","Peterborough","K9J2A1","0","2013-11-21","11:00","16:00"
"Costco Pharmacy #591","","","485 The Parkway","","This location also offers flu immunizations during pharmacy opening hours throughout the flu season. Please call ahead to book an appointment.","705 750-2609","Peterborough","K9J2A1","0","2013-11-28","11:00","16:00"
"Costco Pharmacy #591","","","485 The Parkway","","This location also offers flu immunizations during pharmacy opening hours throughout the flu season. Please call ahead to book an appointment.","705 750-2609","Peterborough","K9J2A1","0","2013-12-05","11:00","16:00"
"Drugstore Pharmacy","","","680 O'Brien Road","Sterlings no frills","","613 433-5957","Renfrew","K7V3Z4","0","2013-11-13","09:00","21:00"
"Drugstore Pharmacy","","","680 O'Brien Road","Sterlings no frills","","613 433-5957","Renfrew","K7V3Z4","0","2013-11-14","09:00","21:00"
"Drugstore Pharmacy","","","680 O'Brien Road","Sterlings no frills","","613 433-5957","Renfrew","K7V3Z4","0","2013-11-15","09:00","21:00"
"Drugstore Pharmacy","","","680 O'Brien Road","Sterlings no frills","","613 433-5957","Renfrew","K7V3Z4","0","2013-11-16","09:00","18:00"
"Drugstore Pharmacy","","","680 O'Brien Road","Sterlings no frills","","613 433-5957","Renfrew","K7V3Z4","0","2013-11-17","10:00","18:00"
"Drugstore Pharmacy","","","680 O'Brien Road","Sterlings no frills","","613 433-5957","Renfrew","K7V3Z4","0","2013-11-18","09:00","21:00"
"Drugstore Pharmacy","","","680 O'Brien Road","Sterlings no frills","","613 433-5957","Renfrew","K7V3Z4","0","2013-11-19","09:00","21:00"
"Drugstore Pharmacy","","","680 O'Brien Road","Sterlings no frills","","613 433-5957","Renfrew","K7V3Z4","0","2013-11-20","09:00","21:00"
"Drugstore Pharmacy","","","680 O'Brien Road","Sterlings no frills","","613 433-5957","Renfrew","K7V3Z4","0","2013-11-21","09:00","21:00"
"Drugstore Pharmacy","","","680 O'Brien Road","Sterlings no frills","","613 433-5957","Renfrew","K7V3Z4","0","2013-11-22","09:00","21:00"
"Drugstore Pharmacy","","","680 O'Brien Road","Sterlings no frills","","613 433-5957","Renfrew","K7V3Z4","0","2013-11-23","09:00","18:00"
"Drugstore Pharmacy","","","680 O'Brien Road","Sterlings no frills","","613 433-5957","Renfrew","K7V3Z4","0","2013-11-24","10:00","21:00"
"Drugstore Pharmacy","","","680 O'Brien Road","Sterlings no frills","","613 433-5957","Renfrew","K7V3Z4","0","2013-11-25","09:00","21:00"
"Drugstore Pharmacy","","","680 O'Brien Road","Sterlings no frills","","613 433-5957","Renfrew","K7V3Z4","0","2013-11-26","09:00","21:00"
"Drugstore Pharmacy","","","680 O'Brien Road","Sterlings no frills","","613 433-5957","Renfrew","K7V3Z4","0","2013-11-27","09:00","21:00"
"Drugstore Pharmacy","","","680 O'Brien Road","Sterlings no frills","","613 433-5957","Renfrew","K7V3Z4","0","2013-11-28","09:00","21:00"
"Drugstore Pharmacy","","","680 O'Brien Road","Sterlings no frills","","613 433-5957","Renfrew","K7V3Z4","0","2013-11-29","09:00","21:00"
"Drugstore Pharmacy","","","680 O'Brien Road","Sterlings no frills","","613 433-5957","Renfrew","K7V3Z4","0","2013-11-30","09:00","18:00"
"Drugstore Pharmacy","","","680 O'Brien Road","Sterlings no frills","","613 433-5957","Renfrew","K7V3Z4","0","2013-12-11","09:00","21:00"
"Drugstore Pharmacy","","","680 O'Brien Road","Sterlings no frills","","613 433-5957","Renfrew","K7V3Z4","0","2013-12-12","09:00","21:00"
"Drugstore Pharmacy","","","680 O'Brien Road","Sterlings no frills","","613 433-5957","Renfrew","K7V3Z4","0","2013-12-13","09:00","21:00"
"Drugstore Pharmacy","","","680 O'Brien Road","Sterlings no frills","","613 433-5957","Renfrew","K7V3Z4","0","2013-12-14","09:00","18:00"
"Drugstore Pharmacy","","","680 O'Brien Road","Sterlings no frills","","613 433-5957","Renfrew","K7V3Z4","0","2013-12-15","10:00","18:00"
"Drugstore Pharmacy","","","680 O'Brien Road","Sterlings no frills","","613 433-5957","Renfrew","K7V3Z4","0","2013-12-16","09:00","21:00"
"Drugstore Pharmacy","","","680 O'Brien Road","Sterlings no frills","","613 433-5957","Renfrew","K7V3Z4","0","2013-12-17","09:00","21:00"
"Drugstore Pharmacy","","","680 O'Brien Road","Sterlings no frills","","613 433-5957","Renfrew","K7V3Z4","0","2013-12-18","09:00","21:00"
"Drugstore Pharmacy","","","680 O'Brien Road","Sterlings no frills","","613 433-5957","Renfrew","K7V3Z4","0","2013-12-19","09:00","21:00"
